datetime_utc,exchange,instrument,direction,setup_grade,h4_bias_notes,h1_trend_notes,pullback_confluences,confirmation_type,entry_price,stop_price,liquidation_price,leverage,risk_pct,position_size,fees_paid,slippage_estimated,funding_paid,exit_distribution,exit_reason,final_r,pnl_usd,rule_compliance,mae_r,mfe_r,bars_held,entry_method,signal_variant
2026-04-17T10:45:00+00:00,hyperliquid,SOL,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: ADX 27.7 with DI+ dominant,,"prior_hl_flip,fib_zone",micro_structure_shift,87.4522278,86.57840573330525,0.0,0.7885166399318575,0.0076,99.98659563292381,6.187074781563254,0.0,0.6612919412237915,"[{""level"": ""tp1"", ""qty"": 15.997855301267807, ""price"": 88.859}, {""level"": ""tp2"", ""qty"": 19.99731912658476, ""price"": 89.799}]",trailing_stop,2.0877423024735307,182.40707555549267,yes,-0.10668968380787582,3.7945622185325996,26,close,
2026-04-17T23:45:00+00:00,hyperliquid,SOL,LONG,B,H4: price > EMA200; H4: EMA200 rising; H4: bullish structure (HH/HL); H1: EMA20 > EMA50; H1: ADX 25.5 with DI+ dominant,,prior_hl_flip,inside_bar_break,88.6675923,87.91163510028134,0.0,0.933800355773789,0.007600000000000001,118.71166178760586,7.366275088462877,0.0,-0.41670684842914063,[],trailing_stop,-0.1359889186561333,-12.203772766806933,yes,-0.08279873519729271,0.5720002404381235,8,close,
2026-04-18T04:45:00+00:00,hyperliquid,ETH,LONG,A,H4: price > EMA200; H4: EMA200 rising; H4: bullish structure (HH/HL); H1: EMA20 > EMA50; H1: bearish structure; H1: ADX 32.6 with DI+ dominant,,"h1_ema20,fib_zone",micro_structure_shift,2404.22105,2388.171024548985,1612.201292051844,3.038184482290598,0.019,14.229459221394574,23.9521465455285,0.0,-1.0957742365244352,[],trailing_stop,-0.04239689099486081,-9.682736900192232,yes,-0.09476932012616046,0.47843849366072216,3,close,
2026-04-22T19:15:00+00:00,hyperliquid,SOL,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: ADX 33.6 with DI+ dominant,,"h1_ema20,prior_hl_flip,fib_zone",micro_structure_shift,87.556259,86.88781064860996,3.6842958697304375,1.0439439996115236,0.007600000000000001,134.13295175277204,8.205788325572641,0.0,0.06097225652376907,"[{""level"": ""followthrough_exit"", ""qty"": 134.13295175277204, ""price"": 0}]",followthrough_exit,-0.574566596478506,-51.516187146404114,yes,-0.7424044041219083,0.3646369977473052,2,close,
2026-04-22T20:00:00+00:00,hyperliquid,SOL,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: bearish structure; H1: ADX 32.0 with DI+ dominant,,"prior_hl_flip,fib_zone",inside_bar_break,87.3692029,86.67957324890527,0.050006434903612666,1.0005728573721822,0.0076,128.23806903276432,7.836634751753348,0.0,0.2351922216490392,[],trailing_stop,-0.29176287439893334,-25.802567619423442,yes,-0.4672114945877625,0.11861018427810066,5,close,
2026-04-23T00:15:00+00:00,hyperliquid,SOL,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: bearish structure; H1: ADX 26.6 with DI+ dominant,,,micro_structure_shift,86.43892389999999,85.83869492274009,10.846542465801626,1.143536468689073,0.0076,147.7968232426887,8.966092785574872,0.0,0.1596924794617065,[],trailing_stop,0.6480014099816316,57.48545964727998,yes,-0.872873386406207,0.9780869005692755,1,close,
2026-04-24T03:30:00+00:00,hyperliquid,BTC,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: bullish structure; H1: ADX 17.7 with DI- dominant,,"h1_ema50,fib_zone",micro_structure_shift,77737.3142,77237.90386662023,15069.771923713808,1.2405612198678913,0.0076,0.17920194999026415,9.743644766693357,0.0,0.34687667559764,[],trailing_stop,-0.36272357332918637,-32.46205703868325,yes,-0.5332572880454982,0.18358811156253269,5,close,
2026-04-24T10:15:00+00:00,hyperliquid,BTC,LONG,B,H4: price > EMA200; H4: EMA200 rising; H4: bearish structure (LH/LL); H1: EMA20 > EMA50; H1: bullish structure; H1: ADX 17.6 with DI- dominant,,prior_hl_flip,hammer,77508.2455,77136.38076251809,31614.047699749022,1.689195364700899,0.007600000000000001,0.24402165659432823,13.279887855151006,0.0,0.8700297614649748,"[{""level"": ""tp1"", ""qty"": 0.03904346505509252, ""price"": 78300.0}]",trailing_stop,1.1130976856053285,101.00587812648506,yes,-0.06519978249129867,2.4626010688753164,14,close,
2026-04-25T16:15:00+00:00,hyperliquid,SOL,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: ADX 16.2 with DI+ dominant,,"h1_ema50,prior_hl_flip",inside_bar_break,86.2528681,85.9275312570231,48.390165397776535,2.2793225907439134,0.0076,298.6004239481649,17.992803025441653,0.0,-0.11891149514514758,[],protective_stop,-1.236814253504735,-120.15121022158942,yes,-0.7495864832539704,0.0,1,close,
2026-04-29T12:45:00+00:00,hyperliquid,ETH,LONG,B,H4: price > EMA200; H4: EMA200 rising; H1: EMA20 > EMA50; H1: bullish structure; H1: ADX 30.5 with DI+ dominant,,"h1_ema20,fib_zone",inside_bar_break,2313.99399,2298.795957229988,404.8733197352179,1.2121503141420367,0.0076,5.855273641542875,9.452259381640099,0.0,0.1860463176527094,[],protective_stop,-1.138560623917674,-101.31896225597895,yes,-0.6312652528905034,0.1912096153479893,3,close,
2026-04-30T01:15:00+00:00,hyperliquid,SOL,SHORT,B,H4: price < EMA200; H4: EMA200 falling; H1: EMA20 < EMA50; H1: bearish structure; H1: ADX 27.2 with DI- dominant,,"h1_ema50,fib_zone",inside_bar_break,83.8698315,84.48169978868252,161.22291956348866,1.0848981270341076,0.007599999999999998,143.19405389369723,8.354643766621821,0.0,-0.3576703839384711,"[{""level"": ""tp1"", ""qty"": 22.911048622991558, ""price"": 82.841}, {""level"": ""tp2"", ""qty"": 28.638810778739447, ""price"": 82.473}]",trailing_stop,1.6083223186511757,140.91460857329798,yes,-0.12448512434596264,2.846742562440264,21,close,
2026-04-30T13:45:00+00:00,hyperliquid,SOL,SHORT,B,H4: price < EMA200; H4: EMA200 falling; H1: EMA20 < EMA50; H1: ADX 20.7 with DI- dominant,,"h1_ema50,prior_hl_flip",micro_structure_shift,83.48194790000001,83.95976956562686,143.99599547721803,1.3802566490776231,0.0076,185.36691553925908,10.825034062164498,0.0,-0.3868697796358032,[],trailing_stop,0.1182700933486862,10.475457540300408,yes,-0.09219360102099221,0.7072678455395142,1,close,
